game_date,home_team,away_team,game_url,outcome,score,competition,stadium,attendance,competition_2,score_2,match_notes
03 Nov 2020,Harrogate Town,Tranmere Rovers,https://www.11v11.com/matches/harrogate-town-v-tranmere-rovers-03-november-2020-368131/,W,0-1,League Two,"EnviroVent Stadium, Harrogate",,League Two,1-0 to Tranmere Rovers,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
07 Nov 2020,Tranmere Rovers,Accrington Stanley,https://www.11v11.com/matches/tranmere-rovers-v-accrington-stanley-07-november-2020-368244/,W,2-1,FA Cup,Prenton Park,,FA Cup 1st round,2-1 to Tranmere Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
11 Nov 2020,Tranmere Rovers,Wigan Athletic,https://www.11v11.com/matches/tranmere-rovers-v-wigan-athletic-11-november-2020-367080/,D,2-2,Football League Trophy,Prenton Park,,Football League Trophy Group D – North,2-2,"Kick-off: 6.30pm|Due to winning the penalty shoot-out (3-1) after 90 minutes, Tranmere Rovers were awarded a bonus point.|Played behind closed doors due to COVID-19 restrictions."
14 Nov 2020,Port Vale,Tranmere Rovers,https://www.11v11.com/matches/port-vale-v-tranmere-rovers-14-november-2020-368144/,W,3-4,League Two,Vale Park,,League Two,4-3 to Tranmere Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
21 Nov 2020,Tranmere Rovers,Grimsby Town,https://www.11v11.com/matches/tranmere-rovers-v-grimsby-town-21-november-2020-368157/,W,5-0,League Two,Prenton Park,,League Two,5-0 to Tranmere Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
24 Nov 2020,Tranmere Rovers,Carlisle United,https://www.11v11.com/matches/tranmere-rovers-v-carlisle-united-24-november-2020-368169/,W,1-0,League Two,Prenton Park,,League Two,1-0 to Tranmere Rovers,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
27 Nov 2020,Tranmere Rovers,Brackley Town,https://www.11v11.com/matches/tranmere-rovers-v-brackley-town-27-november-2020-368381/,W,1-0,FA Cup,Prenton Park,,FA Cup 2nd round,1-0 to Tranmere Rovers,Kick-off: 7.55pm|Played behind closed doors due to COVID-19 restrictions.
01 Dec 2020,Oldham Athletic,Tranmere Rovers,https://www.11v11.com/matches/oldham-athletic-v-tranmere-rovers-01-december-2020-368647/,W,0-1,League Two,Boundary Park,,League Two,1-0 to Tranmere Rovers,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
05 Dec 2020,Tranmere Rovers,Walsall,https://www.11v11.com/matches/tranmere-rovers-v-walsall-05-december-2020-368663/,L,1-3,League Two,Prenton Park,2000,League Two,3-1 to Walsall,Kick-off: 3.00pm|Attendance limited due to COVID-19 restrictions.
08 Dec 2020,Tranmere Rovers,Manchester City,https://www.11v11.com/matches/tranmere-rovers-v-manchester-city-08-december-2020-368735/,W,2-1,Football League Trophy,Prenton Park,,Football League Trophy 2nd round - northern section,2-1 to Tranmere Rovers,Kick-off: 7.45pm|Attendance limited due to COVID-19 restrictions.
12 Dec 2020,Exeter City,Tranmere Rovers,https://www.11v11.com/matches/exeter-city-v-tranmere-rovers-12-december-2020-368669/,L,5-0,League Two,"St James Park, Exeter",1630,League Two,5-0 to Exeter City,Kick-off: 3.00pm|Attendance limited due to COVID-19 restrictions.
19 Dec 2020,Bolton Wanderers,Tranmere Rovers,https://www.11v11.com/matches/bolton-wanderers-v-tranmere-rovers-19-december-2020-368692/,W,0-3,League Two,"University of Bolton Stadium, Bolton",,League Two,3-0 to Tranmere Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
26 Dec 2020,Tranmere Rovers,Bradford City,https://www.11v11.com/matches/tranmere-rovers-v-bradford-city-26-december-2020-368715/,L,0-1,League Two,Prenton Park,2000,League Two,1-0 to Bradford City,Kick-off: 3.00pm|Attendance limited due to COVID-19 restrictions.
29 Dec 2020,Barrow,Tranmere Rovers,https://www.11v11.com/matches/barrow-v-tranmere-rovers-29-december-2020-368719/,D,1-1,League Two,"Progression Solicitors Stadium, Barrow",1131,League Two,1-1,Kick-off: 7.45pm|Attendance limited due to COVID-19 restrictions.
10 Jan 2021,Barnsley,Tranmere Rovers,https://www.11v11.com/matches/barnsley-v-tranmere-rovers-10-january-2021-369020/,L,2-0,FA Cup,Oakwell,,FA Cup 3rd round,2-0 to Barnsley,Kick-off: 1.30pm|Played behind closed doors due to COVID-19 restrictions.
13 Jan 2021,Tranmere Rovers,Leicester City Academy,https://www.11v11.com/matches/tranmere-rovers-v-leicester-city-academy-13-january-2021-369032/,W,4-2,Football League Trophy,Prenton Park,,Football League Trophy 3rd round – northern section,4-2 to Tranmere Rovers,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
16 Jan 2021,Stevenage,Tranmere Rovers,https://www.11v11.com/matches/stevenage-v-tranmere-rovers-16-january-2021-368956/,D,0-0,League Two,Lamex Stadium,,League Two,0-0,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
19 Jan 2021,Tranmere Rovers,Forest Green Rovers,https://www.11v11.com/matches/tranmere-rovers-v-forest-green-rovers-19-january-2021-369037/,W,3-2,League Two,Prenton Park,,League Two,3-2 to Tranmere Rovers,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
23 Jan 2021,Tranmere Rovers,Bolton Wanderers,https://www.11v11.com/matches/tranmere-rovers-v-bolton-wanderers-23-january-2021-368972/,W,2-1,League Two,Prenton Park,,League Two,2-1 to Tranmere Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
26 Jan 2021,Tranmere Rovers,Harrogate Town,https://www.11v11.com/matches/tranmere-rovers-v-harrogate-town-26-january-2021-368984/,W,3-2,League Two,Prenton Park,,League Two,3-2 to Tranmere Rovers,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
30 Jan 2021,Morecambe,Tranmere Rovers,https://www.11v11.com/matches/morecambe-v-tranmere-rovers-30-january-2021-368993/,W,0-1,League Two,Mazuma Stadium,,League Two,1-0 to Tranmere Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
02 Feb 2021,Tranmere Rovers,Peterborough United,https://www.11v11.com/matches/tranmere-rovers-v-peterborough-united-02-february-2021-369409/,D,1-1,Football League Trophy,Prenton Park,,Football League Trophy Quarter-final,1-1,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
06 Feb 2021,Tranmere Rovers,Port Vale,https://www.11v11.com/matches/tranmere-rovers-v-port-vale-06-february-2021-369341/,W,3-1,League Two,Prenton Park,,League Two,3-1 to Tranmere Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
09 Feb 2021,Tranmere Rovers,Stevenage,https://www.11v11.com/matches/tranmere-rovers-v-stevenage-09-february-2021-369348/,L,0-1,League Two,Prenton Park,,League Two,1-0 to Stevenage,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
16 Feb 2021,Oxford United,Tranmere Rovers,https://www.11v11.com/matches/oxford-united-v-tranmere-rovers-16-february-2021-369440/,W,0-2,Football League Trophy,Kassam Stadium,,Football League Trophy Semi-final,2-0 to Tranmere Rovers,Kick-off: 6.00pm|Played behind closed doors due to COVID-19 restrictions.
20 Feb 2021,Tranmere Rovers,Oldham Athletic,https://www.11v11.com/matches/tranmere-rovers-v-oldham-athletic-20-february-2021-369377/,D,2-2,League Two,Prenton Park,,League Two,2-2,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
23 Feb 2021,Carlisle United,Tranmere Rovers,https://www.11v11.com/matches/carlisle-united-v-tranmere-rovers-23-february-2021-369383/,W,2-3,League Two,Brunton Park,,League Two,3-2 to Tranmere Rovers,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
27 Feb 2021,Leyton Orient,Tranmere Rovers,https://www.11v11.com/matches/leyton-orient-v-tranmere-rovers-27-february-2021-369394/,W,1-3,League Two,The Breyer Group Stadium,,League Two,3-1 to Tranmere Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
02 Mar 2021,Tranmere Rovers,Newport County,https://www.11v11.com/matches/tranmere-rovers-v-newport-county-02-march-2021-369687/,W,1-0,League Two,Prenton Park,,League Two,1-0 to Tranmere Rovers,Kick-off: 7.00pm.|Played behind closed doors due to COVID-19 restrictions.
06 Mar 2021,Tranmere Rovers,Crawley Town,https://www.11v11.com/matches/tranmere-rovers-v-crawley-town-06-march-2021-369699/,L,0-1,League Two,Prenton Park,,League Two,1-0 to Crawley Town,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
09 Mar 2021,Southend United,Tranmere Rovers,https://www.11v11.com/matches/southend-united-v-tranmere-rovers-09-march-2021-369710/,W,0-2,League Two,Roots Hall,,League Two,2-0 to Tranmere Rovers,Kick-off: 7.00pm.|Played behind closed doors due to COVID-19 restrictions.
14 Mar 2021,Sunderland,Tranmere Rovers,https://www.11v11.com/matches/sunderland-v-tranmere-rovers-14-march-2021-369495/,L,1-0,Football League Trophy,Wembley Stadium,,Football League Trophy Final,1-0 to Sunderland,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
17 Mar 2021,Grimsby Town,Tranmere Rovers,https://www.11v11.com/matches/grimsby-town-v-tranmere-rovers-17-march-2021-369728/,D,0-0,League Two,Blundell Park,,League Two,0-0,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
20 Mar 2021,Tranmere Rovers,Exeter City,https://www.11v11.com/matches/tranmere-rovers-v-exeter-city-20-march-2021-369740/,W,2-1,League Two,Prenton Park,,League Two,2-1 to Tranmere Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
23 Mar 2021,Colchester United,Tranmere Rovers,https://www.11v11.com/matches/colchester-united-v-tranmere-rovers-23-march-2021-369744/,D,2-2,League Two,JobServe Community Stadium,,League Two,2-2,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
27 Mar 2021,Tranmere Rovers,Mansfield Town,https://www.11v11.com/matches/tranmere-rovers-v-mansfield-town-27-march-2021-369759/,D,1-1,League Two,Prenton Park,,League Two,1-1,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
02 Apr 2021,Cheltenham Town,Tranmere Rovers,https://www.11v11.com/matches/cheltenham-town-v-tranmere-rovers-02-april-2021-370165/,L,4-0,League Two,Jonny-Rocks Stadium,,League Two,4-0 to Cheltenham Town,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
05 Apr 2021,Tranmere Rovers,Cambridge United,https://www.11v11.com/matches/tranmere-rovers-v-cambridge-united-05-april-2021-370181/,D,1-1,League Two,Prenton Park,,League Two,1-1,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
10 Apr 2021,Scunthorpe United,Tranmere Rovers,https://www.11v11.com/matches/scunthorpe-united-v-tranmere-rovers-10-april-2021-370193/,D,0-0,League Two,Sands Venue Stadium,,League Two,0-0,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
13 Apr 2021,Walsall,Tranmere Rovers,https://www.11v11.com/matches/walsall-v-tranmere-rovers-13-april-2021-370202/,L,1-0,League Two,Banks's Stadium,,League Two,1-0 to Walsall,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
17 Apr 2021,Tranmere Rovers,Salford City,https://www.11v11.com/matches/tranmere-rovers-v-salford-city-17-april-2021-370214/,D,0-0,League Two,Prenton Park,,League Two,0-0,Kick-off: 12.30pm|Played behind closed doors due to COVID-19 restrictions.
20 Apr 2021,Bradford City,Tranmere Rovers,https://www.11v11.com/matches/bradford-city-v-tranmere-rovers-20-april-2021-370217/,W,0-1,League Two,Utilita Energy Stadium,,League Two,1-0 to Tranmere Rovers,Kick-off: 7.00pm|Played behind closed doors due to COVID-19 restrictions.
24 Apr 2021,Tranmere Rovers,Barrow,https://www.11v11.com/matches/tranmere-rovers-v-barrow-24-april-2021-370238/,W,1-0,League Two,Prenton Park,,League Two,1-0 to Tranmere Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
01 May 2021,Forest Green Rovers,Tranmere Rovers,https://www.11v11.com/matches/forest-green-rovers-v-tranmere-rovers-01-may-2021-370383/,L,2-1,League Two,"innocent New Lawn, Nailsworth",,League Two,2-1 to Forest Green Rovers,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
08 May 2021,Tranmere Rovers,Colchester United,https://www.11v11.com/matches/tranmere-rovers-v-colchester-united-08-may-2021-370401/,D,0-0,League Two,Prenton Park,,League Two,0-0,Kick-off: 3.00pm|Played behind closed doors due to COVID-19 restrictions.
20 May 2021,Tranmere Rovers,Morecambe,https://www.11v11.com/matches/tranmere-rovers-v-morecambe-20-may-2021-370453/,L,1-2,League Two Play-Offs,Prenton Park,3400,League Two Play-Offs Semi-final 1st leg,2-1 to Morecambe,Kick-off: 6.00pm|Attendance limited due to COVID-19 restrictions.
23 May 2021,Morecambe,Tranmere Rovers,https://www.11v11.com/matches/morecambe-v-tranmere-rovers-23-may-2021-370454/,D,1-1,League Two Play-Offs,Mazuma Stadium,1558,League Two Play-Offs Semi-final 2nd leg,1-1,Kick-off: 12.30pm|Morecambe won 3-2 on aggregate|Attendance limited due to COVID-19 restrictions.
03 Aug 2019,Tranmere Rovers,Rochdale,https://www.11v11.com/matches/tranmere-rovers-v-rochdale-03-august-2019-362883/,L,2-3,League One,Prenton Park,8032,League One,3-2 to Rochdale,Kick-off: 3.00pm
10 Aug 2019,Portsmouth,Tranmere Rovers,https://www.11v11.com/matches/portsmouth-v-tranmere-rovers-10-august-2019-362926/,L,2-0,League One,Fratton Park,18575,League One,2-0 to Portsmouth,Kick-off: 3.00pm
13 Aug 2019,Tranmere Rovers,Hull City,https://www.11v11.com/matches/tranmere-rovers-v-hull-city-13-august-2019-363147/,L,0-3,League Cup,Prenton Park,3421,League Cup 1st round,3-0 to Hull City,Kick-off: 7.45pm
17 Aug 2019,Tranmere Rovers,Bolton Wanderers,https://www.11v11.com/matches/tranmere-rovers-v-bolton-wanderers-17-august-2019-362973/,W,5-0,League One,Prenton Park,8568,League One,5-0 to Tranmere Rovers,Kick-off: 3.00pm
20 Aug 2019,Bristol Rovers,Tranmere Rovers,https://www.11v11.com/matches/bristol-rovers-v-tranmere-rovers-20-august-2019-362997/,L,2-0,League One,Memorial Stadium,6802,League One,2-0 to Bristol Rovers,Kick-off: 7.45pm
31 Aug 2019,Rotherham United,Tranmere Rovers,https://www.11v11.com/matches/rotherham-united-v-tranmere-rovers-31-august-2019-363103/,D,1-1,League One,AESSEAL New York Stadium,8691,League One,1-1,Kick-off: 3.00pm
07 Sep 2019,Tranmere Rovers,Gillingham,https://www.11v11.com/matches/tranmere-rovers-v-gillingham-07-september-2019-363817/,D,2-2,League One,Prenton Park,6687,League One,2-2,Kick-off: 3.00pm
14 Sep 2019,Oxford United,Tranmere Rovers,https://www.11v11.com/matches/oxford-united-v-tranmere-rovers-14-september-2019-363857/,L,3-0,League One,Kassam Stadium,6294,League One,3-0 to Oxford United,Kick-off: 3.00pm
17 Sep 2019,Tranmere Rovers,Peterborough United,https://www.11v11.com/matches/tranmere-rovers-v-peterborough-united-17-september-2019-363887/,D,2-2,League One,Prenton Park,5243,League One,2-2,Kick-off: 7.45pm
21 Sep 2019,Tranmere Rovers,Burton Albion,https://www.11v11.com/matches/tranmere-rovers-v-burton-albion-21-september-2019-363930/,W,2-1,League One,Prenton Park,6235,League One,2-1 to Tranmere Rovers,Kick-off: 3.00pm
28 Sep 2019,Ipswich Town,Tranmere Rovers,https://www.11v11.com/matches/ipswich-town-v-tranmere-rovers-28-september-2019-363971/,L,4-1,League One,Portman Road,19785,League One,4-1 to Ipswich Town,Kick-off: 3.00pm
05 Oct 2019,Tranmere Rovers,Shrewsbury Town,https://www.11v11.com/matches/tranmere-rovers-v-shrewsbury-town-05-october-2019-364439/,L,0-1,League One,Prenton Park,7314,League One,1-0 to Shrewsbury Town,Kick-off: 3.00pm
08 Oct 2019,Tranmere Rovers,Aston Villa,https://www.11v11.com/matches/tranmere-rovers-v-aston-villa-08-october-2019-363435/,W,2-1,Football League Trophy,Prenton Park,,Football League Trophy Group C – North,2-1 to Tranmere Rovers,Kick-off: 7.45pm
13 Oct 2019,Coventry City,Tranmere Rovers,https://www.11v11.com/matches/coventry-city-v-tranmere-rovers-13-october-2019-364451/,W,0-1,League One,St Andrew's Trillion Trophy Stadium,5658,League One,1-0 to Tranmere Rovers,Kick-off: 12.00pm
18 Oct 2019,Tranmere Rovers,Southend United,https://www.11v11.com/matches/tranmere-rovers-v-southend-united-18-october-2019-364453/,D,1-1,League One,Prenton Park,7066,League One,1-1,Kick-off: 7.45pm
22 Oct 2019,Sunderland,Tranmere Rovers,https://www.11v11.com/matches/sunderland-v-tranmere-rovers-22-october-2019-364470/,L,5-0,League One,Stadium of Light,28551,League One,5-0 to Sunderland,Kick-off: 7.45pm
02 Nov 2019,Milton Keynes Dons,Tranmere Rovers,https://www.11v11.com/matches/milton-keynes-dons-v-tranmere-rovers-02-november-2019-364776/,W,1-3,League One,Stadium MK,7171,League One,3-1 to Tranmere Rovers,Kick-off: 3.00pm
09 Nov 2019,Tranmere Rovers,Wycombe Wanderers,https://www.11v11.com/matches/tranmere-rovers-v-wycombe-wanderers-09-november-2019-364885/,D,2-2,FA Cup,Prenton Park,3849,FA Cup 1st round,2-2,Kick-off: 3.00pm
12 Nov 2019,Tranmere Rovers,Salford City,https://www.11v11.com/matches/tranmere-rovers-v-salford-city-12-november-2019-363465/,L,0-2,Football League Trophy,Prenton Park,,Football League Trophy Group C – North,2-0 to Salford City,Kick-off: 7.45pm
17 Nov 2019,Tranmere Rovers,Wycombe Wanderers,https://www.11v11.com/matches/tranmere-rovers-v-wycombe-wanderers-17-november-2019-364794/,L,0-2,League One,Prenton Park,5460,League One,2-0 to Wycombe Wanderers,Kick-off: 12.00pm
20 Nov 2019,Wycombe Wanderers,Tranmere Rovers,https://www.11v11.com/matches/wycombe-wanderers-v-tranmere-rovers-20-november-2019-365077/,W,1-2,FA Cup,Adams Park,2928,FA Cup 1st round replay,2-1 to Tranmere Rovers,Kick-off: 7.45pm|After extra time - 1-1 at 90 minutes
23 Nov 2019,Fleetwood Town,Tranmere Rovers,https://www.11v11.com/matches/fleetwood-town-v-tranmere-rovers-23-november-2019-364797/,L,2-1,League One,"Highbury Stadium, Fleetwood",3811,League One,2-1 to Fleetwood Town,Kick-off: 3.00pm
01 Dec 2019,Tranmere Rovers,Chichester City,https://www.11v11.com/matches/tranmere-rovers-v-chichester-city-01-december-2019-365353/,W,5-1,FA Cup,Prenton Park,4370,FA Cup 2nd round,5-1 to Tranmere Rovers,Kick-off: 3.00pm
04 Dec 2019,Tranmere Rovers,Manchester United,https://www.11v11.com/matches/tranmere-rovers-v-manchester-united-04-december-2019-365366/,W,3-2,Football League Trophy,Prenton Park,,Football League Trophy 2nd round - northern section,3-2 to Tranmere Rovers,Kick-off: 7.45pm
07 Dec 2019,Tranmere Rovers,Accrington Stanley,https://www.11v11.com/matches/tranmere-rovers-v-accrington-stanley-07-december-2019-365122/,D,1-1,League One,Prenton Park,5751,League One,1-1,Kick-off: 3.00pm
14 Dec 2019,Lincoln City,Tranmere Rovers,https://www.11v11.com/matches/lincoln-city-v-tranmere-rovers-14-december-2019-365175/,L,1-0,League One,"LNER Stadium, Lincoln",8369,League One,1-0 to Lincoln City,Kick-off: 3.00pm
21 Dec 2019,Tranmere Rovers,AFC Wimbledon,https://www.11v11.com/matches/tranmere-rovers-v-afc-wimbledon-21-december-2019-365225/,W,1-0,League One,Prenton Park,6285,League One,1-0 to Tranmere Rovers,Kick-off: 3.00pm
26 Dec 2019,Burton Albion,Tranmere Rovers,https://www.11v11.com/matches/burton-albion-v-tranmere-rovers-26-december-2019-365265/,L,4-2,League One,Pirelli Stadium,3970,League One,4-2 to Burton Albion,Kick-off: 3.00pm
29 Dec 2019,Tranmere Rovers,Blackpool,https://www.11v11.com/matches/tranmere-rovers-v-blackpool-29-december-2019-365317/,D,1-1,League One,Prenton Park,8487,League One,1-1,Kick-off: 3.00pm
01 Jan 2020,Tranmere Rovers,Coventry City,https://www.11v11.com/matches/tranmere-rovers-v-coventry-city-01-january-2020-365550/,L,1-4,League One,Prenton Park,7828,League One,4-1 to Coventry City,Kick-off: 3.00pm
